country_origin_id,country_origin_name,country_destiny_id,country_destiny_name,migrants_on_year_2000
AFG,Afghanistan,AFG,Afghanistan,0.0
AFG,Afghanistan,ALB,Albania,0.0
AFG,Afghanistan,DZA,Algeria,4.0
AFG,Afghanistan,ASM,American Samoa,0.0
AFG,Afghanistan,AND,Andorra,3.0
AFG,Afghanistan,AGO,Angola,0.0
AFG,Afghanistan,AIA,Anguilla,0.0
AFG,Afghanistan,ATG,Antigua and Barbuda,0.0
AFG,Afghanistan,ARG,Argentina,0.0
AFG,Afghanistan,ARM,Armenia,4.0
AFG,Afghanistan,ABW,Aruba,0.0
AFG,Afghanistan,AUS,Australia,4449.0
AFG,Afghanistan,AUT,Austria,854.0
AFG,Afghanistan,AZE,Azerbaijan,0.0
AFG,Afghanistan,BHS,Bahamas,0.0
AFG,Afghanistan,BHR,Bahrain,10054.0
AFG,Afghanistan,BGD,Bangladesh,13.0
AFG,Afghanistan,BRB,Barbados,0.0
AFG,Afghanistan,BLR,Belarus,0.0
AFG,Afghanistan,BEL,Belgium,111.0
AFG,Afghanistan,BLZ,Belize,1.0
AFG,Afghanistan,BEN,Benin,0.0
AFG,Afghanistan,BMU,Bermuda,2.0
AFG,Afghanistan,BTN,Bhutan,0.0
AFG,Afghanistan,BOL,Bolivia,0.0
AFG,Afghanistan,BIH,Bosnia and Herzegovina,0.0
AFG,Afghanistan,BWA,Botswana,0.0
AFG,Afghanistan,BRA,Brazil,11.0
AFG,Afghanistan,BRN,Brunei Darussalam,0.0
AFG,Afghanistan,BGR,Bulgaria,260.0
AFG,Afghanistan,BFA,Burkina Faso,0.0
AFG,Afghanistan,BDI,Burundi,0.0
AFG,Afghanistan,KHM,Cambodia,0.0
AFG,Afghanistan,CMR,Cameroon,0.0
AFG,Afghanistan,CAN,Canada,10707.0
AFG,Afghanistan,CPV,Cape Verde,0.0
AFG,Afghanistan,CYM,Cayman Islands,0.0
AFG,Afghanistan,CAF,Central African Republic,0.0
AFG,Afghanistan,TCD,Chad,0.0
AFG,Afghanistan,CHI,Channel Islands,0.0
AFG,Afghanistan,CHL,Chile,3.0
AFG,Afghanistan,CHN,China,42.0
AFG,Afghanistan,COL,Colombia,39.0
AFG,Afghanistan,COM,Comoros,0.0
AFG,Afghanistan,COD,Democratic Republic of the Congo,1.0
AFG,Afghanistan,COG,Republic of the Congo,0.0
AFG,Afghanistan,COK,Cook Islands,0.0
AFG,Afghanistan,CRI,Costa Rica,2.0
AFG,Afghanistan,CIV,Cote dIvoire,0.0
AFG,Afghanistan,HRV,Croatia,0.0
AFG,Afghanistan,CUB,Cuba,0.0
AFG,Afghanistan,CYP,Cyprus,1.0
AFG,Afghanistan,CZE,Czech Republic,65.0
AFG,Afghanistan,DNK,Denmark,1866.0
AFG,Afghanistan,DJI,Djibouti,0.0
AFG,Afghanistan,DMA,Dominica,0.0
AFG,Afghanistan,DOM,Dominican Republic,0.0
AFG,Afghanistan,ECU,Ecuador,7.0
AFG,Afghanistan,EGY,Egypt,62.0
AFG,Afghanistan,SLV,El Salvador,0.0
AFG,Afghanistan,GNQ,Equatorial Guinea,0.0
AFG,Afghanistan,ERI,Eritrea,0.0
AFG,Afghanistan,EST,Estonia,0.0
AFG,Afghanistan,ETH,Ethiopia,0.0
AFG,Afghanistan,FRO,Faeroe Islands,0.0
AFG,Afghanistan,FLK,Malvinas,0.0
AFG,Afghanistan,FJI,Fiji,4.0
AFG,Afghanistan,FIN,Finland,170.0
AFG,Afghanistan,FRA,France,1510.0
AFG,Afghanistan,GUF,French Guiana,0.0
AFG,Afghanistan,PYF,French Polynesia,0.0
AFG,Afghanistan,GAB,Gabon,0.0
AFG,Afghanistan,GMB,Gambia,0.0
AFG,Afghanistan,GEO,Georgia,0.0
AFG,Afghanistan,DEU,Germany,7573.0
AFG,Afghanistan,GHA,Ghana,6.0
AFG,Afghanistan,GIB,Gibraltar,0.0
AFG,Afghanistan,GRC,Greece,61.0
AFG,Afghanistan,GRL,Greenland,0.0
AFG,Afghanistan,GRD,Grenada,0.0
AFG,Afghanistan,GLP,Guadeloupe,0.0
AFG,Afghanistan,GUM,Guam,2.0
AFG,Afghanistan,GTM,Guatemala,0.0
AFG,Afghanistan,GIN,Guinea,0.0
AFG,Afghanistan,GNB,Guinea Bissau,0.0
AFG,Afghanistan,GUY,Guyana,0.0
AFG,Afghanistan,HTI,Haiti,0.0
AFG,Afghanistan,HND,Honduras,1.0
AFG,Afghanistan,HKG,Hong Kong,461.0
AFG,Afghanistan,HUN,Hungary,37.0
AFG,Afghanistan,ISL,Iceland,0.0
AFG,Afghanistan,IND,India,4704.0
AFG,Afghanistan,IDN,Indonesia,7.0
AFG,Afghanistan,IRN,Iran,309799.0
AFG,Afghanistan,IRQ,Iraq,0.0
AFG,Afghanistan,IRL,Ireland,41.0
AFG,Afghanistan,IMN,Isle of Man,0.0
AFG,Afghanistan,ISR,Israel,195.0
AFG,Afghanistan,ITA,Italy,39.0
AFG,Afghanistan,JAM,Jamaica,0.0
AFG,Afghanistan,JPN,Japan,68.0
AFG,Afghanistan,JOR,Jordan,29.0
AFG,Afghanistan,KAZ,Kazakhstan,0.0
AFG,Afghanistan,KEN,Kenya,0.0
AFG,Afghanistan,KIR,Kiribati,0.0
AFG,Afghanistan,PRK,North Korea,4.0
AFG,Afghanistan,KOR,South Korea,0.0
AFG,Afghanistan,XKX,Kosovo,0.0
AFG,Afghanistan,KWT,Kuwait,36044.0
AFG,Afghanistan,KGZ,Kyrgyz Republic,407.0
AFG,Afghanistan,LAO,Lao PDR,0.0
AFG,Afghanistan,LVA,Latvia,3.0
AFG,Afghanistan,LBN,Lebanon,11670.0
AFG,Afghanistan,LSO,Lesotho,0.0
AFG,Afghanistan,LBR,Liberia,0.0
AFG,Afghanistan,LBY,Libya,511.0
AFG,Afghanistan,LIE,Liechtenstein,0.0
AFG,Afghanistan,LTU,Lithuania,13.0
AFG,Afghanistan,LUX,Luxembourg,0.0
AFG,Afghanistan,MAC,Macao,2.0
AFG,Afghanistan,MKD,Macedonia,16.0
AFG,Afghanistan,MDG,Madagascar,2.0
AFG,Afghanistan,MWI,Malawi,0.0
AFG,Afghanistan,MYS,Malaysia,43.0
AFG,Afghanistan,MDV,Maldives,2.0
AFG,Afghanistan,MLI,Mali,0.0
AFG,Afghanistan,MLT,Malta,2.0
AFG,Afghanistan,MHL,Marshall Islands,0.0
AFG,Afghanistan,MTQ,Martinique,0.0
AFG,Afghanistan,MRT,Mauritania,1.0
AFG,Afghanistan,MUS,Mauritius,0.0
AFG,Afghanistan,MYT,Mayotte,0.0
AFG,Afghanistan,MEX,Mexico,0.0
AFG,Afghanistan,FSM,Micronesia,0.0
AFG,Afghanistan,MDA,Moldova,0.0
AFG,Afghanistan,MCO,Monaco,4.0
AFG,Afghanistan,MNG,Mongolia,0.0
AFG,Afghanistan,MNE,Montenegro,0.0
AFG,Afghanistan,MSR,Montserrat,0.0
AFG,Afghanistan,MAR,Morocco,4.0
AFG,Afghanistan,MOZ,Mozambique,0.0
AFG,Afghanistan,MMR,Myanmar,3.0
AFG,Afghanistan,NAM,Namibia,0.0
AFG,Afghanistan,NRU,Naura,0.0
AFG,Afghanistan,NPL,Nepal,38.0
AFG,Afghanistan,NLD,Netherlands,11431.0
AFG,Afghanistan,ANT,Netherlands Antilles,0.0
AFG,Afghanistan,NCL,New Caledonia,2.0
AFG,Afghanistan,NZL,New Zealand,313.0
AFG,Afghanistan,NIC,Nicaragua,10.0
AFG,Afghanistan,NER,Niger,0.0
AFG,Afghanistan,NGA,Nigeria,0.0
AFG,Afghanistan,NIU,Niue,0.0
AFG,Afghanistan,NFK,Norfolk Island,0.0
AFG,Afghanistan,MNP,Northern Mariana Islands,5.0
AFG,Afghanistan,NOR,Norway,292.0
AFG,Afghanistan,OMN,Oman,351.0
AFG,Afghanistan,PAK,Pakistan,4981.0
AFG,Afghanistan,PLW,Palau,0.0
AFG,Afghanistan,PAN,Panama,0.0
AFG,Afghanistan,PNG,Papua New Guinea,2.0
AFG,Afghanistan,PRY,Paraguay,2.0
AFG,Afghanistan,PER,Peru,2.0
AFG,Afghanistan,PHL,Philippines,388.0
AFG,Afghanistan,POL,Poland,20.0
AFG,Afghanistan,PRT,Portugal,0.0
AFG,Afghanistan,PRI,Puerto Rico,0.0
AFG,Afghanistan,QAT,Qatar,8233.0
AFG,Afghanistan,REU,Reunion,0.0
AFG,Afghanistan,ROU,Romania,0.0
AFG,Afghanistan,RUS,Russian Federation,153.0
AFG,Afghanistan,RWA,Rwanda,0.0
AFG,Afghanistan,SHN,Saint Helena,0.0
AFG,Afghanistan,SPM,Saint Pierre and Miquelon,0.0
AFG,Afghanistan,WSM,Samoa,0.0
AFG,Afghanistan,SMR,San Marino,0.0
AFG,Afghanistan,STP,Sao Tome and Principe,0.0
AFG,Afghanistan,SAU,Saudi Arabia,4434.0
AFG,Afghanistan,SEN,Senegal,0.0
AFG,Afghanistan,SRB,Serbia,0.0
AFG,Afghanistan,SCG,Serbia and Montenegro,3.0
AFG,Afghanistan,SYC,Seychelles,0.0
AFG,Afghanistan,SLE,Sierra Leone,0.0
AFG,Afghanistan,SGP,Singapore,124.0
AFG,Afghanistan,SVK,Slovak Republic,7.0
AFG,Afghanistan,SVN,Slovenia,0.0
AFG,Afghanistan,SLB,Solomon Islands,0.0
AFG,Afghanistan,SOM,Somalia,0.0
AFG,Afghanistan,ZAF,South Africa,0.0
AFG,Afghanistan,ESP,Spain,41.0
AFG,Afghanistan,LKA,Sri Lanka,40.0
AFG,Afghanistan,KNA,St. Kitts and Nevis,0.0
AFG,Afghanistan,LCA,St. Lucia,0.0
AFG,Afghanistan,VCT,St. Vincent and the Grenadines,0.0
AFG,Afghanistan,SDN,Sudan,5.0
AFG,Afghanistan,SUR,Suriname,0.0
AFG,Afghanistan,SWZ,Swaziland,0.0
AFG,Afghanistan,SWE,Sweden,1886.0
AFG,Afghanistan,CHE,Switzerland,1076.0
AFG,Afghanistan,SYR,Syrian Arab Republic,4182.0
AFG,Afghanistan,TWN,Taiwan,0.0
AFG,Afghanistan,TJK,Tajikistan,601.0
AFG,Afghanistan,TZA,Tanzania,3.0
AFG,Afghanistan,THA,Thailand,289.0
AFG,Afghanistan,TLS,Timor-Leste,0.0
AFG,Afghanistan,TGO,Togo,0.0
AFG,Afghanistan,TKL,Tokelau,0.0
AFG,Afghanistan,TON,Tonga,0.0
AFG,Afghanistan,TTO,Trinidad and Tobago,0.0
AFG,Afghanistan,TUN,Tunisia,59.0
AFG,Afghanistan,TUR,Turkey,4144.0
AFG,Afghanistan,TKM,Turkmenistan,0.0
AFG,Afghanistan,TCA,Turks and Caicos Islands,0.0
AFG,Afghanistan,TUV,Tuvalu,0.0
AFG,Afghanistan,UGA,Uganda,0.0
AFG,Afghanistan,UKR,Ukraine,107.0
AFG,Afghanistan,ARE,United Arab Emirates,5139.0
AFG,Afghanistan,GBR,United Kingdom,3.0
AFG,Afghanistan,USA,United States,21776.0
AFG,Afghanistan,URY,Uruguay,0.0
AFG,Afghanistan,UZB,Uzbekistan,0.0
AFG,Afghanistan,VUT,Vanuatu,0.0
AFG,Afghanistan,VEN,Venezuela,4.0
AFG,Afghanistan,VNM,Vietnam,7.0
AFG,Afghanistan,VIR,Virgin Islands,0.0
AFG,Afghanistan,VGB,Virgin Islands,0.0
AFG,Afghanistan,WLF,Wallis and Futuna,0.0
AFG,Afghanistan,PSE,West Bank and Gaza,57.0
AFG,Afghanistan,YEM,Yemen,1041.0
AFG,Afghanistan,ZMB,Zambia,0.0
AFG,Afghanistan,ZWE,Zimbabwe,0.0
AFG,Afghanistan,AFG,Afghanistan,0.0
AFG,Afghanistan,ALB,Albania,0.0
AFG,Afghanistan,DZA,Algeria,4.0
AFG,Afghanistan,ASM,American Samoa,0.0
AFG,Afghanistan,AND,Andorra,3.0
AFG,Afghanistan,AGO,Angola,0.0
AFG,Afghanistan,AIA,Anguilla,0.0
AFG,Afghanistan,ATG,Antigua and Barbuda,0.0
AFG,Afghanistan,ARG,Argentina,0.0
AFG,Afghanistan,ARM,Armenia,3.0
AFG,Afghanistan,ABW,Aruba,0.0
AFG,Afghanistan,AUS,Australia,6679.0
AFG,Afghanistan,AUT,Austria,1634.0
AFG,Afghanistan,AZE,Azerbaijan,0.0
AFG,Afghanistan,BHS,Bahamas,0.0
AFG,Afghanistan,BHR,Bahrain,24366.0
AFG,Afghanistan,BGD,Bangladesh,145.0
AFG,Afghanistan,BRB,Barbados,0.0
AFG,Afghanistan,BLR,Belarus,0.0
AFG,Afghanistan,BEL,Belgium,98.0
AFG,Afghanistan,BLZ,Belize,1.0
AFG,Afghanistan,BEN,Benin,0.0
AFG,Afghanistan,BMU,Bermuda,3.0
AFG,Afghanistan,BTN,Bhutan,0.0
AFG,Afghanistan,BOL,Bolivia,2.0
AFG,Afghanistan,BIH,Bosnia and Herzegovina,1.0
AFG,Afghanistan,BWA,Botswana,0.0
AFG,Afghanistan,BRA,Brazil,17.0
AFG,Afghanistan,BRN,Brunei Darussalam,0.0
AFG,Afghanistan,BGR,Bulgaria,566.0
AFG,Afghanistan,BFA,Burkina Faso,0.0
AFG,Afghanistan,BDI,Burundi,0.0
AFG,Afghanistan,KHM,Cambodia,2.0
AFG,Afghanistan,CMR,Cameroon,0.0
AFG,Afghanistan,CAN,Canada,11263.0
AFG,Afghanistan,CPV,Cape Verde,0.0
AFG,Afghanistan,CYM,Cayman Islands,0.0
AFG,Afghanistan,CAF,Central African Republic,0.0
AFG,Afghanistan,TCD,Chad,0.0
AFG,Afghanistan,CHI,Channel Islands,0.0
AFG,Afghanistan,CHL,Chile,12.0
AFG,Afghanistan,CHN,China,24.0
AFG,Afghanistan,COL,Colombia,53.0
AFG,Afghanistan,COM,Comoros,0.0
AFG,Afghanistan,COD,Democratic Republic of the Congo,1.0
AFG,Afghanistan,COG,Republic of the Congo,0.0
AFG,Afghanistan,COK,Cook Islands,0.0
AFG,Afghanistan,CRI,Costa Rica,1.0
AFG,Afghanistan,CIV,Cote dIvoire,0.0
AFG,Afghanistan,HRV,Croatia,0.0
AFG,Afghanistan,CUB,Cuba,0.0
AFG,Afghanistan,CYP,Cyprus,3.0
AFG,Afghanistan,CZE,Czech Republic,146.0
AFG,Afghanistan,DNK,Denmark,2331.0
AFG,Afghanistan,DJI,Djibouti,0.0
AFG,Afghanistan,DMA,Dominica,0.0
AFG,Afghanistan,DOM,Dominican Republic,7.0
AFG,Afghanistan,ECU,Ecuador,11.0
AFG,Afghanistan,EGY,Egypt,215.0
AFG,Afghanistan,SLV,El Salvador,0.0
AFG,Afghanistan,GNQ,Equatorial Guinea,0.0
AFG,Afghanistan,ERI,Eritrea,0.0
AFG,Afghanistan,EST,Estonia,0.0
AFG,Afghanistan,ETH,Ethiopia,0.0
AFG,Afghanistan,FRO,Faeroe Islands,0.0
AFG,Afghanistan,FLK,Malvinas,0.0
AFG,Afghanistan,FJI,Fiji,5.0
AFG,Afghanistan,FIN,Finland,152.0
AFG,Afghanistan,FRA,France,1471.0
AFG,Afghanistan,GUF,French Guiana,0.0
AFG,Afghanistan,PYF,French Polynesia,0.0
AFG,Afghanistan,GAB,Gabon,0.0
AFG,Afghanistan,GMB,Gambia,0.0
AFG,Afghanistan,GEO,Georgia,0.0
AFG,Afghanistan,DEU,Germany,7957.0
AFG,Afghanistan,GHA,Ghana,6.0
AFG,Afghanistan,GIB,Gibraltar,0.0
AFG,Afghanistan,GRC,Greece,296.0
AFG,Afghanistan,GRL,Greenland,0.0
AFG,Afghanistan,GRD,Grenada,0.0
AFG,Afghanistan,GLP,Guadeloupe,0.0
AFG,Afghanistan,GUM,Guam,6.0
AFG,Afghanistan,GTM,Guatemala,0.0
AFG,Afghanistan,GIN,Guinea,0.0
AFG,Afghanistan,GNB,Guinea Bissau,0.0
AFG,Afghanistan,GUY,Guyana,0.0
AFG,Afghanistan,HTI,Haiti,0.0
AFG,Afghanistan,HND,Honduras,2.0
AFG,Afghanistan,HKG,Hong Kong,137.0
AFG,Afghanistan,HUN,Hungary,45.0
AFG,Afghanistan,ISL,Iceland,0.0
AFG,Afghanistan,IND,India,4967.0
AFG,Afghanistan,IDN,Indonesia,10.0
AFG,Afghanistan,IRN,Iran,452330.0
AFG,Afghanistan,IRQ,Iraq,0.0
AFG,Afghanistan,IRL,Ireland,52.0
AFG,Afghanistan,IMN,Isle of Man,0.0
AFG,Afghanistan,ISR,Israel,234.0
AFG,Afghanistan,ITA,Italy,163.0
AFG,Afghanistan,JAM,Jamaica,0.0
AFG,Afghanistan,JPN,Japan,138.0
AFG,Afghanistan,JOR,Jordan,32.0
AFG,Afghanistan,KAZ,Kazakhstan,0.0
AFG,Afghanistan,KEN,Kenya,0.0
AFG,Afghanistan,KIR,Kiribati,0.0
AFG,Afghanistan,PRK,North Korea,2.0
AFG,Afghanistan,KOR,South Korea,0.0
AFG,Afghanistan,XKX,Kosovo,0.0
AFG,Afghanistan,KWT,Kuwait,52306.0
AFG,Afghanistan,KGZ,Kyrgyz Republic,767.0
AFG,Afghanistan,LAO,Lao PDR,0.0
AFG,Afghanistan,LVA,Latvia,29.0
AFG,Afghanistan,LBN,Lebanon,12048.0
AFG,Afghanistan,LSO,Lesotho,0.0
AFG,Afghanistan,LBR,Liberia,0.0
AFG,Afghanistan,LBY,Libya,499.0
AFG,Afghanistan,LIE,Liechtenstein,0.0
AFG,Afghanistan,LTU,Lithuania,22.0
AFG,Afghanistan,LUX,Luxembourg,1.0
AFG,Afghanistan,MAC,Macao,2.0
AFG,Afghanistan,MKD,Macedonia,12.0
AFG,Afghanistan,MDG,Madagascar,0.0
AFG,Afghanistan,MWI,Malawi,0.0
AFG,Afghanistan,MYS,Malaysia,60.0
AFG,Afghanistan,MDV,Maldives,2.0
AFG,Afghanistan,MLI,Mali,0.0
AFG,Afghanistan,MLT,Malta,3.0
AFG,Afghanistan,MHL,Marshall Islands,0.0
AFG,Afghanistan,MTQ,Martinique,0.0
AFG,Afghanistan,MRT,Mauritania,0.0
AFG,Afghanistan,MUS,Mauritius,0.0
AFG,Afghanistan,MYT,Mayotte,0.0
AFG,Afghanistan,MEX,Mexico,9.0
AFG,Afghanistan,FSM,Micronesia,0.0
AFG,Afghanistan,MDA,Moldova,0.0
AFG,Afghanistan,MCO,Monaco,4.0
AFG,Afghanistan,MNG,Mongolia,0.0
AFG,Afghanistan,MNE,Montenegro,0.0
AFG,Afghanistan,MSR,Montserrat,0.0
AFG,Afghanistan,MAR,Morocco,5.0
AFG,Afghanistan,MOZ,Mozambique,0.0
AFG,Afghanistan,MMR,Myanmar,3.0
AFG,Afghanistan,NAM,Namibia,0.0
AFG,Afghanistan,NRU,Naura,0.0
AFG,Afghanistan,NPL,Nepal,36.0
AFG,Afghanistan,NLD,Netherlands,15524.0
AFG,Afghanistan,ANT,Netherlands Antilles,0.0
AFG,Afghanistan,NCL,New Caledonia,1.0
AFG,Afghanistan,NZL,New Zealand,414.0
AFG,Afghanistan,NIC,Nicaragua,15.0
AFG,Afghanistan,NER,Niger,0.0
AFG,Afghanistan,NGA,Nigeria,0.0
AFG,Afghanistan,NIU,Niue,0.0
AFG,Afghanistan,NFK,Norfolk Island,0.0
AFG,Afghanistan,MNP,Northern Mariana Islands,4.0
AFG,Afghanistan,NOR,Norway,359.0
AFG,Afghanistan,OMN,Oman,797.0
AFG,Afghanistan,PAK,Pakistan,9480.0
AFG,Afghanistan,PLW,Palau,2.0
AFG,Afghanistan,PAN,Panama,0.0
AFG,Afghanistan,PNG,Papua New Guinea,9.0
AFG,Afghanistan,PRY,Paraguay,3.0
AFG,Afghanistan,PER,Peru,6.0
AFG,Afghanistan,PHL,Philippines,363.0
AFG,Afghanistan,POL,Poland,145.0
AFG,Afghanistan,PRT,Portugal,0.0
AFG,Afghanistan,PRI,Puerto Rico,0.0
AFG,Afghanistan,QAT,Qatar,27209.0
AFG,Afghanistan,REU,Reunion,0.0
AFG,Afghanistan,ROU,Romania,0.0
AFG,Afghanistan,RUS,Russian Federation,253.0
AFG,Afghanistan,RWA,Rwanda,0.0
AFG,Afghanistan,SHN,Saint Helena,0.0
AFG,Afghanistan,SPM,Saint Pierre and Miquelon,0.0
AFG,Afghanistan,WSM,Samoa,0.0
AFG,Afghanistan,SMR,San Marino,0.0
AFG,Afghanistan,STP,Sao Tome and Principe,0.0
AFG,Afghanistan,SAU,Saudi Arabia,8312.0
AFG,Afghanistan,SEN,Senegal,0.0
AFG,Afghanistan,SRB,Serbia,0.0
AFG,Afghanistan,SCG,Serbia and Montenegro,3.0
AFG,Afghanistan,SYC,Seychelles,0.0
AFG,Afghanistan,SLE,Sierra Leone,0.0
AFG,Afghanistan,SGP,Singapore,57.0
AFG,Afghanistan,SVK,Slovak Republic,66.0
AFG,Afghanistan,SVN,Slovenia,1.0
AFG,Afghanistan,SLB,Solomon Islands,0.0
AFG,Afghanistan,SOM,Somalia,0.0
AFG,Afghanistan,ZAF,South Africa,26.0
AFG,Afghanistan,ESP,Spain,82.0
AFG,Afghanistan,LKA,Sri Lanka,42.0
AFG,Afghanistan,KNA,St. Kitts and Nevis,0.0
AFG,Afghanistan,LCA,St. Lucia,0.0
AFG,Afghanistan,VCT,St. Vincent and the Grenadines,0.0
AFG,Afghanistan,SDN,Sudan,5.0
AFG,Afghanistan,SUR,Suriname,0.0
AFG,Afghanistan,SWZ,Swaziland,0.0
AFG,Afghanistan,SWE,Sweden,2353.0
AFG,Afghanistan,CHE,Switzerland,1319.0
AFG,Afghanistan,SYR,Syrian Arab Republic,4990.0
AFG,Afghanistan,TWN,Taiwan,0.0
AFG,Afghanistan,TJK,Tajikistan,970.0
AFG,Afghanistan,TZA,Tanzania,4.0
AFG,Afghanistan,THA,Thailand,306.0
AFG,Afghanistan,TLS,Timor-Leste,0.0
AFG,Afghanistan,TGO,Togo,0.0
AFG,Afghanistan,TKL,Tokelau,0.0
AFG,Afghanistan,TON,Tonga,1.0
AFG,Afghanistan,TTO,Trinidad and Tobago,0.0
AFG,Afghanistan,TUN,Tunisia,53.0
AFG,Afghanistan,TUR,Turkey,5485.0
AFG,Afghanistan,TKM,Turkmenistan,0.0
AFG,Afghanistan,TCA,Turks and Caicos Islands,0.0
AFG,Afghanistan,TUV,Tuvalu,0.0
AFG,Afghanistan,UGA,Uganda,0.0
AFG,Afghanistan,UKR,Ukraine,90.0
AFG,Afghanistan,ARE,United Arab Emirates,21290.0
AFG,Afghanistan,GBR,United Kingdom,3.0
AFG,Afghanistan,USA,United States,23118.0
AFG,Afghanistan,URY,Uruguay,0.0
AFG,Afghanistan,UZB,Uzbekistan,0.0
AFG,Afghanistan,VUT,Vanuatu,0.0
AFG,Afghanistan,VEN,Venezuela,6.0
AFG,Afghanistan,VNM,Vietnam,12.0
AFG,Afghanistan,VIR,Virgin Islands,0.0
AFG,Afghanistan,VGB,Virgin Islands,0.0
AFG,Afghanistan,WLF,Wallis and Futuna,0.0
AFG,Afghanistan,PSE,West Bank and Gaza,54.0
AFG,Afghanistan,YEM,Yemen,1804.0
AFG,Afghanistan,ZMB,Zambia,0.0
AFG,Afghanistan,ZWE,Zimbabwe,0.0
ALB,Albania,AFG,Afghanistan,0.0
ALB,Albania,ALB,Albania,0.0
ALB,Albania,DZA,Algeria,1.0
ALB,Albania,ASM,American Samoa,0.0
ALB,Albania,AND,Andorra,67.0
ALB,Albania,AGO,Angola,0.0
ALB,Albania,AIA,Anguilla,0.0
ALB,Albania,ATG,Antigua and Barbuda,0.0
ALB,Albania,ARG,Argentina,0.0
ALB,Albania,ARM,Armenia,4.0
ALB,Albania,ABW,Aruba,0.0
ALB,Albania,AUS,Australia,636.0
ALB,Albania,AUT,Austria,1189.0
ALB,Albania,AZE,Azerbaijan,0.0
ALB,Albania,BHS,Bahamas,0.0
ALB,Albania,BHR,Bahrain,0.0
ALB,Albania,BGD,Bangladesh,0.0
ALB,Albania,BRB,Barbados,0.0
ALB,Albania,BLR,Belarus,0.0
ALB,Albania,BEL,Belgium,1198.0
ALB,Albania,BLZ,Belize,2.0
ALB,Albania,BEN,Benin,7.0
ALB,Albania,BMU,Bermuda,1.0
ALB,Albania,BTN,Bhutan,0.0
ALB,Albania,BOL,Bolivia,7.0
ALB,Albania,BIH,Bosnia and Herzegovina,299.0
ALB,Albania,BWA,Botswana,0.0
ALB,Albania,BRA,Brazil,0.0
ALB,Albania,BRN,Brunei Darussalam,0.0
ALB,Albania,BGR,Bulgaria,196.0
ALB,Albania,BFA,Burkina Faso,0.0
ALB,Albania,BDI,Burundi,0.0
ALB,Albania,KHM,Cambodia,2.0
ALB,Albania,CMR,Cameroon,4.0
ALB,Albania,CAN,Canada,2756.0
ALB,Albania,CPV,Cape Verde,6.0
ALB,Albania,CYM,Cayman Islands,0.0
ALB,Albania,CAF,Central African Republic,2.0
ALB,Albania,TCD,Chad,0.0
ALB,Albania,CHI,Channel Islands,0.0
ALB,Albania,CHL,Chile,14.0
ALB,Albania,CHN,China,0.0
ALB,Albania,COL,Colombia,21.0
ALB,Albania,COM,Comoros,0.0
ALB,Albania,COD,Democratic Republic of the Congo,126.0
ALB,Albania,COG,Republic of the Congo,3.0
ALB,Albania,COK,Cook Islands,0.0
ALB,Albania,CRI,Costa Rica,0.0
ALB,Albania,CIV,Cote dIvoire,8.0
ALB,Albania,HRV,Croatia,93.0
ALB,Albania,CUB,Cuba,28.0
ALB,Albania,CYP,Cyprus,55.0
ALB,Albania,CZE,Czech Republic,76.0
ALB,Albania,DNK,Denmark,53.0
ALB,Albania,DJI,Djibouti,0.0
ALB,Albania,DMA,Dominica,0.0
ALB,Albania,DOM,Dominican Republic,15.0
ALB,Albania,ECU,Ecuador,12.0
ALB,Albania,EGY,Egypt,40.0
ALB,Albania,SLV,El Salvador,0.0
ALB,Albania,GNQ,Equatorial Guinea,0.0
ALB,Albania,ERI,Eritrea,0.0
ALB,Albania,EST,Estonia,0.0
ALB,Albania,ETH,Ethiopia,6.0
ALB,Albania,FRO,Faeroe Islands,0.0
ALB,Albania,FLK,Malvinas,0.0
ALB,Albania,FJI,Fiji,0.0
ALB,Albania,FIN,Finland,20.0
ALB,Albania,FRA,France,16389.0
ALB,Albania,GUF,French Guiana,0.0
ALB,Albania,PYF,French Polynesia,0.0
ALB,Albania,GAB,Gabon,10.0
ALB,Albania,GMB,Gambia,4.0
ALB,Albania,GEO,Georgia,0.0
ALB,Albania,DEU,Germany,116723.0
ALB,Albania,GHA,Ghana,12.0
ALB,Albania,GIB,Gibraltar,1.0
ALB,Albania,GRC,Greece,174024.0
ALB,Albania,GRL,Greenland,0.0
ALB,Albania,GRD,Grenada,0.0
ALB,Albania,GLP,Guadeloupe,2.0
ALB,Albania,GUM,Guam,0.0
ALB,Albania,GTM,Guatemala,1.0
ALB,Albania,GIN,Guinea,5.0
ALB,Albania,GNB,Guinea Bissau,0.0
ALB,Albania,GUY,Guyana,0.0
ALB,Albania,HTI,Haiti,0.0
ALB,Albania,HND,Honduras,1.0
ALB,Albania,HKG,Hong Kong,6.0
ALB,Albania,HUN,Hungary,199.0
ALB,Albania,ISL,Iceland,13.0
ALB,Albania,IND,India,30.0
ALB,Albania,IDN,Indonesia,14.0
ALB,Albania,IRN,Iran,1.0
ALB,Albania,IRQ,Iraq,0.0
ALB,Albania,IRL,Ireland,64.0
ALB,Albania,IMN,Isle of Man,0.0
ALB,Albania,ISR,Israel,225.0
ALB,Albania,ITA,Italy,129823.0
ALB,Albania,JAM,Jamaica,0.0
ALB,Albania,JPN,Japan,0.0
ALB,Albania,JOR,Jordan,9.0
ALB,Albania,KAZ,Kazakhstan,0.0
ALB,Albania,KEN,Kenya,0.0
ALB,Albania,KIR,Kiribati,0.0
